DATA,SESSAO,HORA,PRECO_PT,PRECO_ES
25/01/2016,4,24,49.88,49.88
25/01/2016,5,12,42.67,42.67
25/01/2016,5,13,41.63,41.63
25/01/2016,5,14,42.26,42.26
25/01/2016,5,15,41.33,41.33
25/01/2016,5,16,45,45
25/01/2016,5,17,45,45
25/01/2016,5,18,48.6,48.6
25/01/2016,5,19,50.38,50.38
25/01/2016,5,20,53.49,53.49
25/01/2016,5,21,58.98,58.98
25/01/2016,5,22,57.49,57.49
25/01/2016,5,23,51.44,51.44
25/01/2016,5,24,50.06,50.06
25/01/2016,6,16,42,42
25/01/2016,6,17,43,43
25/01/2016,6,18,42.26,42.26
25/01/2016,6,19,42.5,42.5
25/01/2016,6,20,42.75,42.75
25/01/2016,6,21,43.67,43.67
25/01/2016,6,22,56.5,56.5
25/01/2016,6,23,52,52
25/01/2016,6,24,48.99,48.99
25/01/2016,7,22,46,46
25/01/2016,7,23,44.71,44.71
25/01/2016,7,24,42.69,42.69
26/01/2016,0,1,50.1,50.1
26/01/2016,0,2,44.52,44.52
26/01/2016,0,3,40.72,40.72
26/01/2016,0,4,40.1,40.1
26/01/2016,0,5,39.92,39.92
26/01/2016,0,6,40.1,40.1
26/01/2016,0,7,45.1,45.1
26/01/2016,0,8,50.6,50.6
26/01/2016,0,9,54.62,54.62
26/01/2016,0,10,53.9,53.9
26/01/2016,0,11,54.46,54.46
26/01/2016,0,12,53.12,53.12
26/01/2016,0,13,52.9,52.9
26/01/2016,0,14,52.98,52.98
26/01/2016,0,15,48.86,48.86
26/01/2016,0,16,48.86,48.86
26/01/2016,0,17,47.69,47.69
26/01/2016,0,18,51,51
26/01/2016,0,19,53.02,53.02
26/01/2016,0,20,54.9,54.9
26/01/2016,0,21,54.5,54.5
26/01/2016,0,22,53.12,53.12
26/01/2016,0,23,50.35,50.35
26/01/2016,0,24,44,44
26/01/2016,1,1,45.1,45.1
26/01/2016,1,2,41.38,41.38
26/01/2016,1,3,39.4,39.4
26/01/2016,1,4,38.5,38.5
26/01/2016,1,5,38.4,38.4
26/01/2016,1,6,39.5,39.5
26/01/2016,1,7,41.08,41.08
26/01/2016,1,8,46.7,46.7
26/01/2016,1,9,49.62,49.62
26/01/2016,1,10,48.9,48.9
26/01/2016,1,11,51.26,51.26
26/01/2016,1,12,51.53,51.53
26/01/2016,1,13,51.9,51.9
26/01/2016,1,14,51.5,51.5
26/01/2016,1,15,45.06,45.06
26/01/2016,1,16,44.86,44.86
26/01/2016,1,17,43.89,43.89
26/01/2016,1,18,46.1,46.1
26/01/2016,1,19,49.02,49.02
26/01/2016,1,20,50,50
26/01/2016,1,21,50,50
26/01/2016,1,22,49.12,49.12
26/01/2016,1,23,49.35,49.35
26/01/2016,1,24,41,41
26/01/2016,2,1,46.31,46.31
26/01/2016,2,2,43.52,43.52
26/01/2016,2,3,41.67,41.67
26/01/2016,2,4,40.5,40.5
26/01/2016,2,5,38.92,38.92
26/01/2016,2,6,39.86,39.86
26/01/2016,2,7,42.33,42.33
26/01/2016,2,8,48.6,48.6
26/01/2016,2,9,51.14,51.14
26/01/2016,2,10,50.79,50.79
26/01/2016,2,11,51.28,51.28
26/01/2016,2,12,50.62,50.62
26/01/2016,2,13,50.5,50.5
26/01/2016,2,14,50.49,50.49
26/01/2016,2,15,46.05,46.05
26/01/2016,2,16,45.86,45.86
26/01/2016,2,17,45.28,45.28
26/01/2016,2,18,48.38,48.38
26/01/2016,2,19,50.92,50.92
26/01/2016,2,20,51.73,51.73
26/01/2016,2,21,51.32,51.32
26/01/2016,2,22,50.62,50.62
26/01/2016,2,23,48.98,48.98
26/01/2016,2,24,44.72,44.72
26/01/2016,3,5,32,32
26/01/2016,3,6,39.4,39.4
26/01/2016,3,7,40.39,40.39
26/01/2016,3,8,47.61,47.61
26/01/2016,3,9,50.25,50.25
26/01/2016,3,10,49.63,49.63
26/01/2016,3,11,51.24,51.24
26/01/2016,3,12,50.01,50.01
26/01/2016,3,13,49.81,49.81
26/01/2016,3,14,49.92,49.92
26/01/2016,3,15,44.99,44.99
26/01/2016,3,16,44.99,44.99
26/01/2016,3,17,44.35,44.35
26/01/2016,3,18,47.88,47.88
26/01/2016,3,19,50.42,50.42
26/01/2016,3,20,51.65,51.65
26/01/2016,3,21,51.32,51.32
26/01/2016,3,22,50.12,50.12
26/01/2016,3,23,48.52,48.52
26/01/2016,3,24,44.44,44.44
26/01/2016,4,8,45.6,45.6
26/01/2016,4,9,48.63,48.63
26/01/2016,4,10,48.51,48.51
26/01/2016,4,11,49,49
26/01/2016,4,12,49.12,49.12
26/01/2016,4,13,48.67,48.67
26/01/2016,4,14,48.96,48.96
26/01/2016,4,15,44.95,44.95
26/01/2016,4,16,45.44,45.44
26/01/2016,4,17,44.67,44.67
26/01/2016,4,18,47.14,47.14
26/01/2016,4,19,49.92,49.92
26/01/2016,4,20,50.65,50.65
26/01/2016,4,21,50.69,50.69
26/01/2016,4,22,49.4,49.4
26/01/2016,4,23,47.76,47.76
26/01/2016,4,24,44,44
26/01/2016,5,12,48.63,48.63
26/01/2016,5,13,48.71,48.71
26/01/2016,5,14,48.67,48.67
26/01/2016,5,15,44.99,44.99
26/01/2016,5,16,44.99,44.99
26/01/2016,5,17,43.67,43.67
26/01/2016,5,18,45,45
26/01/2016,5,19,48.02,48.02
26/01/2016,5,20,48.63,48.63
26/01/2016,5,21,48.63,48.63
26/01/2016,5,22,48.89,48.89
26/01/2016,5,23,46.9,46.9
26/01/2016,5,24,43.33,43.33
26/01/2016,6,16,45.56,45.56
26/01/2016,6,17,45,45
26/01/2016,6,18,47.14,47.14
26/01/2016,6,19,43,43
26/01/2016,6,20,43,43
26/01/2016,6,21,43,43
26/01/2016,6,22,46.12,46.12
26/01/2016,6,23,43.35,43.35
26/01/2016,6,24,43,43
26/01/2016,7,22,47.63,47.63
26/01/2016,7,23,46,46
26/01/2016,7,24,44,44
27/01/2016,0,1,43.15,43.15
27/01/2016,0,2,38.69,38.69
27/01/2016,0,3,37.69,37.69
27/01/2016,0,4,37.49,37.49
27/01/2016,0,5,36.4,36.4
27/01/2016,0,6,37.69,37.69
27/01/2016,0,7,38.55,38.55
27/01/2016,0,8,40.01,40.01
27/01/2016,0,9,48.42,48.42
27/01/2016,0,10,49.49,49.49
27/01/2016,0,11,50.1,50.1
27/01/2016,0,12,48.86,48.86
27/01/2016,0,13,47.18,47.18
27/01/2016,0,14,47.18,47.18
27/01/2016,0,15,42.65,42.65
27/01/2016,0,16,39.58,39.58
27/01/2016,0,17,39.27,39.27
27/01/2016,0,18,42.65,42.65
27/01/2016,0,19,47.18,47.18
27/01/2016,0,20,49.3,49.3
27/01/2016,0,21,49.49,49.49
27/01/2016,0,22,48.42,48.42
27/01/2016,0,23,45.1,45.1
27/01/2016,0,24,39.27,39.27
27/01/2016,1,1,44.43,44.43
27/01/2016,1,2,41.33,41.33
27/01/2016,1,3,39.2,39.2
27/01/2016,1,4,38.7,38.7
27/01/2016,1,5,38.7,38.7
27/01/2016,1,6,38.92,38.92
27/01/2016,1,7,41.88,41.88
27/01/2016,1,8,43.1,43.1
27/01/2016,1,9,48.42,48.42
27/01/2016,1,10,49.49,49.49
27/01/2016,1,11,50.12,50.12
27/01/2016,1,12,48.86,48.86
27/01/2016,1,13,47.2,47.2
27/01/2016,1,14,47.2,47.2
27/01/2016,1,15,43,43
27/01/2016,1,16,41.89,41.89
27/01/2016,1,17,41.75,41.75
27/01/2016,1,18,43.65,43.65
27/01/2016,1,19,47.49,47.49
27/01/2016,1,20,49.3,49.3
27/01/2016,1,21,49.59,49.59
27/01/2016,1,22,48.44,48.44
27/01/2016,1,23,46.56,46.56
27/01/2016,1,24,42.5,42.5
27/01/2016,2,1,45.01,45.01
27/01/2016,2,2,42,42
27/01/2016,2,3,39.57,39.57
27/01/2016,2,4,38.49,38.49
27/01/2016,2,5,37.4,37.4
27/01/2016,2,6,38.69,38.69
27/01/2016,2,7,42.33,42.33
27/01/2016,2,8,44.5,44.5
27/01/2016,2,9,49.15,49.15
27/01/2016,2,10,50.49,50.49
27/01/2016,2,11,51.1,51.1
27/01/2016,2,12,49.86,49.86
27/01/2016,2,13,47.84,47.84
27/01/2016,2,14,48.18,48.18
27/01/2016,2,15,45.88,45.88
27/01/2016,2,16,44.14,44.14
27/01/2016,2,17,43,43
27/01/2016,2,18,46.33,46.33
27/01/2016,2,19,48.18,48.18
27/01/2016,2,20,49.99,49.99
27/01/2016,2,21,49.99,49.99
27/01/2016,2,22,48.47,48.47
27/01/2016,2,23,45.7,45.7
27/01/2016,2,24,42.27,42.27
27/01/2016,3,5,40,40
27/01/2016,3,6,40.19,40.19
27/01/2016,3,7,43.29,43.29
27/01/2016,3,8,45.01,45.01
27/01/2016,3,9,50,50
27/01/2016,3,10,51.22,51.22
27/01/2016,3,11,51.62,51.62
27/01/2016,3,12,51.16,51.16
27/01/2016,3,13,49,49
27/01/2016,3,14,48.64,48.64
27/01/2016,3,15,47.65,47.65
27/01/2016,3,16,45,45
27/01/2016,3,17,44.27,44.27
27/01/2016,3,18,48.1,48.1
27/01/2016,3,19,49.54,49.54
27/01/2016,3,20,50.65,50.65
27/01/2016,3,21,50,50
27/01/2016,3,22,48.81,48.81
27/01/2016,3,23,47.7,47.7
27/01/2016,3,24,43,43
27/01/2016,4,8,48.11,48.11
27/01/2016,4,9,51.42,51.42
27/01/2016,4,10,53.72,53.72
27/01/2016,4,11,54.86,54.86
27/01/2016,4,12,51.22,51.22
27/01/2016,4,13,48.5,48.5
27/01/2016,4,14,49.18,49.18
27/01/2016,4,15,47.5,47.5
27/01/2016,4,16,45.33,45.33
27/01/2016,4,17,45,45
27/01/2016,4,18,47.65,47.65
27/01/2016,4,19,50.08,50.08
27/01/2016,4,20,52.5,52.5
27/01/2016,4,21,51.5,51.5
27/01/2016,4,22,50.81,50.81
27/01/2016,4,23,49,49
27/01/2016,4,24,44,44
27/01/2016,5,12,47.36,47.36
27/01/2016,5,13,49.18,49.18
27/01/2016,5,14,49.85,49.85
27/01/2016,5,15,45.65,45.65
27/01/2016,5,16,40.58,40.58
27/01/2016,5,17,42.37,42.37
27/01/2016,5,18,47.1,47.1
27/01/2016,5,19,50.15,50.15
27/01/2016,5,20,51.45,51.45
27/01/2016,5,21,49.5,49.5
27/01/2016,5,22,47.42,47.42
27/01/2016,5,23,45.1,45.1
27/01/2016,5,24,39.37,39.37
27/01/2016,6,16,43.83,43.83
27/01/2016,6,17,43.21,43.21
27/01/2016,6,18,46.15,46.15
27/01/2016,6,19,50.68,50.68
27/01/2016,6,20,55.1,55.1
27/01/2016,6,21,52.99,52.99
27/01/2016,6,22,49.92,49.92
27/01/2016,6,23,45.1,45.1
27/01/2016,6,24,39.27,39.27
27/01/2016,7,22,47.4,47.4
27/01/2016,7,23,45.1,45.1
27/01/2016,7,24,39.27,39.27
28/01/2016,0,1,39.95,39.95
28/01/2016,0,2,38.25,38.25
28/01/2016,0,3,37.49,37.49
28/01/2016,0,4,37.4,37.4
28/01/2016,0,5,37.31,37.31
28/01/2016,0,6,38.19,38.19
28/01/2016,0,7,39.58,39.58
28/01/2016,0,8,50.35,50.35
28/01/2016,0,9,51.53,51.53
28/01/2016,0,10,51.78,51.78
28/01/2016,0,11,52.99,52.99
28/01/2016,0,12,51.6,51.6
28/01/2016,0,13,51.62,51.62
28/01/2016,0,14,52.69,52.69
28/01/2016,0,15,52.69,52.69
28/01/2016,0,16,52.5,52.5
28/01/2016,0,17,51.62,51.62
28/01/2016,0,18,51.1,51.1
28/01/2016,0,19,51.78,51.78
28/01/2016,0,20,52.99,52.99
28/01/2016,0,21,51.89,51.89
28/01/2016,0,22,51,51
28/01/2016,0,23,48,48
28/01/2016,0,24,39.95,39.95
28/01/2016,1,1,39.15,39.15
28/01/2016,1,2,37.9,37.9
28/01/2016,1,3,35.49,35.49
28/01/2016,1,4,34.9,34.9
28/01/2016,1,5,35,35
28/01/2016,1,6,37.18,37.18
28/01/2016,1,7,40,40
28/01/2016,1,8,49.85,49.85
28/01/2016,1,9,50,50
28/01/2016,1,10,48.9,48.9
28/01/2016,1,11,50.09,50.09
28/01/2016,1,12,50.36,50.36
28/01/2016,1,13,50.36,50.36
28/01/2016,1,14,52.36,52.36
28/01/2016,1,15,51.69,51.69
28/01/2016,1,16,51.5,51.5
28/01/2016,1,17,51.62,51.62
28/01/2016,1,18,51.26,51.26
28/01/2016,1,19,51.91,51.91
28/01/2016,1,20,53.15,53.15
28/01/2016,1,21,52.21,52.21
28/01/2016,1,22,51.21,51.21
28/01/2016,1,23,49,49
28/01/2016,1,24,42.2,42.2
28/01/2016,2,1,39.57,39.57
28/01/2016,2,2,37.89,37.89
28/01/2016,2,3,34.9,34.9
28/01/2016,2,4,34.89,34.89
28/01/2016,2,5,35,35
28/01/2016,2,6,37.53,37.53
28/01/2016,2,7,39.58,39.58
28/01/2016,2,8,49.35,49.35
28/01/2016,2,9,50.57,50.57
28/01/2016,2,10,50.81,50.81
28/01/2016,2,11,52.03,52.03
28/01/2016,2,12,50.64,50.64
28/01/2016,2,13,50.66,50.66
28/01/2016,2,14,51.69,51.69
28/01/2016,2,15,51.41,51.41
28/01/2016,2,16,50.52,50.52
28/01/2016,2,17,49.64,49.64
28/01/2016,2,18,48.81,48.81
28/01/2016,2,19,50,50
28/01/2016,2,20,50.99,50.99
28/01/2016,2,21,50.11,50.11
28/01/2016,2,22,49.21,49.21
28/01/2016,2,23,47,47
28/01/2016,2,24,40.95,40.95
28/01/2016,3,5,37.31,37.31
28/01/2016,3,6,41,41
28/01/2016,3,7,43.73,43.73
28/01/2016,3,8,49.39,49.39
28/01/2016,3,9,51.09,51.09
28/01/2016,3,10,50.25,50.25
28/01/2016,3,11,51.68,51.68
28/01/2016,3,12,50.6,50.6
28/01/2016,3,13,50.62,50.62
28/01/2016,3,14,51.69,51.69
28/01/2016,3,15,50.69,50.69
28/01/2016,3,16,49.88,49.88
28/01/2016,3,17,48.62,48.62
28/01/2016,3,18,47.31,47.31
28/01/2016,3,19,49.55,49.55
28/01/2016,3,20,51.14,51.14
28/01/2016,3,21,50.01,50.01
28/01/2016,3,22,49.25,49.25
28/01/2016,3,23,46.08,46.08
28/01/2016,3,24,41.7,41.7
28/01/2016,4,8,50.35,50.35
28/01/2016,4,9,52.17,52.17
28/01/2016,4,10,51.06,51.06
28/01/2016,4,11,52.76,52.76
28/01/2016,4,12,50.62,50.62
28/01/2016,4,13,50.39,50.39
28/01/2016,4,14,51.34,51.34
28/01/2016,4,15,51.14,51.14
28/01/2016,4,16,52.29,52.29
28/01/2016,4,17,50.66,50.66
28/01/2016,4,18,49.58,49.58
28/01/2016,4,19,49.98,49.98
28/01/2016,4,20,51.15,51.15
28/01/2016,4,21,50.35,50.35
28/01/2016,4,22,49.75,49.75
28/01/2016,4,23,46.35,46.35
28/01/2016,4,24,43.68,43.68
28/01/2016,5,12,49.18,49.18
28/01/2016,5,13,48.83,48.83
28/01/2016,5,14,49.64,49.64
28/01/2016,5,15,47.81,47.81
28/01/2016,5,16,48.83,48.83
28/01/2016,5,17,48.83,48.83
28/01/2016,5,18,47.52,47.52
28/01/2016,5,19,49,49
28/01/2016,5,20,49,49
28/01/2016,5,21,48.31,48.31
28/01/2016,5,22,47.48,47.48
28/01/2016,5,23,45,45
28/01/2016,5,24,41.05,41.05
28/01/2016,6,16,46,46
28/01/2016,6,17,46.1,46.1
28/01/2016,6,18,45.91,45.91
28/01/2016,6,19,49.1,49.1
28/01/2016,6,20,48.5,48.5
28/01/2016,6,21,46.7,46.7
28/01/2016,6,22,48.11,48.11
28/01/2016,6,23,45.56,45.56
28/01/2016,6,24,42.33,42.33
28/01/2016,7,22,48,48
28/01/2016,7,23,44.64,44.64
28/01/2016,7,24,38.19,38.19
29/01/2016,0,1,40,40
29/01/2016,0,2,37.99,37.99
29/01/2016,0,3,35.85,35.85
29/01/2016,0,4,34.98,34.98
29/01/2016,0,5,34.02,34.02
29/01/2016,0,6,35.55,35.55
29/01/2016,0,7,37.69,37.69
29/01/2016,0,8,45.32,45.32
29/01/2016,0,9,49.99,49.99
29/01/2016,0,10,49.94,49.94
29/01/2016,0,11,49.6,49.6
29/01/2016,0,12,48.47,48.47
29/01/2016,0,13,47,47
29/01/2016,0,14,49.99,49.99
29/01/2016,0,15,48.95,48.95
29/01/2016,0,16,48,48
29/01/2016,0,17,48.68,48.68
29/01/2016,0,18,49.83,49.83
29/01/2016,0,19,50.11,50.11
29/01/2016,0,20,51.6,51.6
29/01/2016,0,21,51.1,51.1
29/01/2016,0,22,50.45,50.45
29/01/2016,0,23,49.95,49.95
29/01/2016,0,24,47.5,47.5
29/01/2016,1,1,40.67,40.67
29/01/2016,1,2,37.19,37.19
29/01/2016,1,3,35,35
29/01/2016,1,4,33,33
29/01/2016,1,5,33,33
29/01/2016,1,6,33.55,33.55
29/01/2016,1,7,36.44,36.44
29/01/2016,1,8,42.5,42.5
29/01/2016,1,9,50.14,50.14
29/01/2016,1,10,50.04,50.04
29/01/2016,1,11,49.6,49.6
29/01/2016,1,12,48.47,48.47
29/01/2016,1,13,47.09,47.09
29/01/2016,1,14,50.36,50.36
29/01/2016,1,15,49.95,49.95
29/01/2016,1,16,48.85,48.85
29/01/2016,1,17,49.18,49.18
29/01/2016,1,18,49.94,49.94
29/01/2016,1,19,50.53,50.53
29/01/2016,1,20,51.6,51.6
29/01/2016,1,21,51.1,51.1
29/01/2016,1,22,50.36,50.36
29/01/2016,1,23,50.19,50.19
29/01/2016,1,24,46.5,46.5
29/01/2016,2,1,38,38
29/01/2016,2,2,35.11,35.11
29/01/2016,2,3,33.98,33.98
29/01/2016,2,4,24.49,24.49
29/01/2016,2,5,29.27,29.27
29/01/2016,2,6,34,34
29/01/2016,2,7,39,39
29/01/2016,2,8,42.67,42.67
29/01/2016,2,9,48.95,48.95
29/01/2016,2,10,48.9,48.9
29/01/2016,2,11,47,47
29/01/2016,2,12,47,47
29/01/2016,2,13,46,46
29/01/2016,2,14,48.99,48.99
29/01/2016,2,15,48.1,48.1
29/01/2016,2,16,47,47
29/01/2016,2,17,47.68,47.68
29/01/2016,2,18,48.16,48.16
29/01/2016,2,19,48.75,48.75
29/01/2016,2,20,50.05,50.05
29/01/2016,2,21,49.7,49.7
29/01/2016,2,22,49.39,49.39
29/01/2016,2,23,49.15,49.15
29/01/2016,2,24,49.72,49.72
29/01/2016,3,5,34.02,34.02
29/01/2016,3,6,35.21,35.21
29/01/2016,3,7,38.53,38.53
29/01/2016,3,8,44,44
29/01/2016,3,9,50.39,50.39
29/01/2016,3,10,50.89,50.89
29/01/2016,3,11,50.28,50.28
29/01/2016,3,12,49.5,49.5
29/01/2016,3,13,48.29,48.29
29/01/2016,3,14,50.24,50.24
29/01/2016,3,15,47.95,47.95
29/01/2016,3,16,47,47
29/01/2016,3,17,47.28,47.28
29/01/2016,3,18,48.34,48.34
29/01/2016,3,19,48.93,48.93
29/01/2016,3,20,51.37,51.37
29/01/2016,3,21,50.21,50.21
29/01/2016,3,22,49.26,49.26
29/01/2016,3,23,49.09,49.09
29/01/2016,3,24,47.85,47.85
29/01/2016,4,8,44.05,44.05
29/01/2016,4,9,50.39,50.39
29/01/2016,4,10,51.49,51.49
29/01/2016,4,11,50.6,50.6
29/01/2016,4,12,48.89,48.89
29/01/2016,4,13,47.5,47.5
29/01/2016,4,14,49.71,49.71
29/01/2016,4,15,48.17,48.17
29/01/2016,4,16,47.82,47.82
29/01/2016,4,17,47.91,47.91
29/01/2016,4,18,48.6,48.6
29/01/2016,4,19,49.22,49.22
29/01/2016,4,20,51.1,51.1
29/01/2016,4,21,50.19,50.19
29/01/2016,4,22,49.04,49.04
29/01/2016,4,23,49.45,49.45
29/01/2016,4,24,48.08,48.08
29/01/2016,5,12,50,50
29/01/2016,5,13,49.45,49.45
29/01/2016,5,14,51.25,51.25
29/01/2016,5,15,49.95,49.95
29/01/2016,5,16,46.56,46.56
29/01/2016,5,17,49.2,49.2
29/01/2016,5,18,50.35,50.35
29/01/2016,5,19,50.96,50.96
29/01/2016,5,20,52.6,52.6
29/01/2016,5,21,51.75,51.75
29/01/2016,5,22,50.6,50.6
29/01/2016,5,23,50.8,50.8
29/01/2016,5,24,49.45,49.45
29/01/2016,6,16,51.05,51.05
29/01/2016,6,17,52.01,52.01
29/01/2016,6,18,52.53,52.53
29/01/2016,6,19,52.5,52.5
29/01/2016,6,20,55.33,55.33
29/01/2016,6,21,53.66,53.66
29/01/2016,6,22,51.89,51.89
29/01/2016,6,23,51.39,51.39
29/01/2016,6,24,49.31,49.31
29/01/2016,7,22,49.95,49.95
29/01/2016,7,23,47.95,47.95
29/01/2016,7,24,40.54,40.54
30/01/2016,0,1,49.5,49.5
30/01/2016,0,2,44.99,44.99
30/01/2016,0,3,42.24,42.24
30/01/2016,0,4,39.92,39.92
30/01/2016,0,5,39.04,39.04
30/01/2016,0,6,38.6,38.6
30/01/2016,0,7,38.19,38.19
30/01/2016,0,8,37.69,37.69
30/01/2016,0,9,37.69,37.69
30/01/2016,0,10,36.8,36.8
30/01/2016,0,11,37.69,37.69
30/01/2016,0,12,37,37
30/01/2016,0,13,35.98,35.98
30/01/2016,0,14,36,36
30/01/2016,0,15,37.01,37.01
30/01/2016,0,16,35.7,35.7
30/01/2016,0,17,35,35
30/01/2016,0,18,35.7,35.7
30/01/2016,0,19,36,36
30/01/2016,0,20,37.69,37.69
30/01/2016,0,21,37.49,37.49
30/01/2016,0,22,37.4,37.4
30/01/2016,0,23,37,37
30/01/2016,0,24,35.7,35.7
30/01/2016,1,1,36.51,36.51
30/01/2016,1,2,34.69,34.69
30/01/2016,1,3,36.51,36.51
30/01/2016,1,4,36.59,36.59
30/01/2016,1,5,34.94,34.94
30/01/2016,1,6,36.5,36.5
30/01/2016,1,7,35.88,35.88
30/01/2016,1,8,34.69,34.69
30/01/2016,1,9,37.69,37.69
30/01/2016,1,10,38.1,38.1
30/01/2016,1,11,38.79,38.79
30/01/2016,1,12,39,39
30/01/2016,1,13,36.98,36.98
30/01/2016,1,14,36.32,36.32
30/01/2016,1,15,37.01,37.01
30/01/2016,1,16,35.7,35.7
30/01/2016,1,17,35,35
30/01/2016,1,18,35.7,35.7
30/01/2016,1,19,36,36
30/01/2016,1,20,37.69,37.69
30/01/2016,1,21,37.49,37.49
30/01/2016,1,22,37.4,37.4
30/01/2016,1,23,37,37
30/01/2016,1,24,35.7,35.7
30/01/2016,2,1,42.38,42.38
30/01/2016,2,2,39.86,39.86
30/01/2016,2,3,38.1,38.1
30/01/2016,2,4,36.92,36.92
30/01/2016,2,5,34.35,34.35
30/01/2016,2,6,34.2,34.2
30/01/2016,2,7,34.2,34.2
30/01/2016,2,8,37,37
30/01/2016,2,9,35,35
30/01/2016,2,10,36.8,36.8
30/01/2016,2,11,37.69,37.69
30/01/2016,2,12,37,37
30/01/2016,2,13,35.98,35.98
30/01/2016,2,14,36,36
30/01/2016,2,15,37.91,37.91
30/01/2016,2,16,36.6,36.6
30/01/2016,2,17,37,37
30/01/2016,2,18,36.6,36.6
30/01/2016,2,19,37.33,37.33
30/01/2016,2,20,37.69,37.69
30/01/2016,2,21,36.99,36.99
30/01/2016,2,22,36.88,36.88
30/01/2016,2,23,37,37
30/01/2016,2,24,35.7,35.7
30/01/2016,3,5,32,32
30/01/2016,3,6,32,32
30/01/2016,3,7,32,32
30/01/2016,3,8,32,32
30/01/2016,3,9,32,32
30/01/2016,3,10,35.8,35.8
30/01/2016,3,11,37.19,37.19
30/01/2016,3,12,37,37
30/01/2016,3,13,34.79,34.79
30/01/2016,3,14,32,32
30/01/2016,3,15,36.01,36.01
30/01/2016,3,16,34.7,34.7
30/01/2016,3,17,34,34
30/01/2016,3,18,34.7,34.7
30/01/2016,3,19,36,36
30/01/2016,3,20,37.69,37.69
30/01/2016,3,21,33.74,33.74
30/01/2016,3,22,32,32
30/01/2016,3,23,36,36
30/01/2016,3,24,32,32
30/01/2016,4,8,36.69,36.69
30/01/2016,4,9,36.69,36.69
30/01/2016,4,10,39.8,39.8
30/01/2016,4,11,40,40
30/01/2016,4,12,37,37
30/01/2016,4,13,34,34
30/01/2016,4,14,33,33
30/01/2016,4,15,36.51,36.51
30/01/2016,4,16,34,34
30/01/2016,4,17,33,33
30/01/2016,4,18,33.76,33.76
30/01/2016,4,19,36,36
30/01/2016,4,20,37.44,37.44
30/01/2016,4,21,37.24,37.24
30/01/2016,4,22,36.65,36.65
30/01/2016,4,23,36.75,36.75
30/01/2016,4,24,34,34
30/01/2016,5,12,40.89,40.89
30/01/2016,5,13,38,38
30/01/2016,5,14,38.67,38.67
30/01/2016,5,15,40,40
30/01/2016,5,16,35.5,35.5
30/01/2016,5,17,36,36
30/01/2016,5,18,37.82,37.82
30/01/2016,5,19,39.11,39.11
30/01/2016,5,20,39,39
30/01/2016,5,21,37.49,37.49
30/01/2016,5,22,37.4,37.4
30/01/2016,5,23,37,37
30/01/2016,5,24,35.7,35.7
30/01/2016,6,16,35.7,35.7
30/01/2016,6,17,34.85,34.85
30/01/2016,6,18,36.8,36.8
30/01/2016,6,19,37.82,37.82
30/01/2016,6,20,38.79,38.79
30/01/2016,6,21,38,38
30/01/2016,6,22,37.67,37.67
30/01/2016,6,23,37.6,37.6
30/01/2016,6,24,37,37
30/01/2016,7,22,37.4,37.4
30/01/2016,7,23,37,37
30/01/2016,7,24,35.7,35.7
31/01/2016,0,1,34.5,34.5
31/01/2016,0,2,26.4,26.4
31/01/2016,0,3,20.1,20.1
31/01/2016,0,4,20,20
31/01/2016,0,5,15.01,15.01
31/01/2016,0,6,18,18
31/01/2016,0,7,20,20
31/01/2016,0,8,22,22
31/01/2016,0,9,26.1,26.1
31/01/2016,0,10,31.75,31.75
31/01/2016,0,11,35.3,35.3
31/01/2016,0,12,35.6,35.6
31/01/2016,0,13,34.5,34.5
31/01/2016,0,14,35.1,35.1
31/01/2016,0,15,35.1,35.1
31/01/2016,0,16,33.9,33.9
31/01/2016,0,17,33.3,33.3
31/01/2016,0,18,34.6,34.6
31/01/2016,0,19,39.64,39.64
31/01/2016,0,20,47.64,47.64
31/01/2016,0,21,48.98,48.98
31/01/2016,0,22,49.45,49.45
31/01/2016,0,23,47.28,47.28
31/01/2016,0,24,40.62,40.62
31/01/2016,1,1,28.6,28.6
31/01/2016,1,2,26.5,26.5
31/01/2016,1,3,22.6,22.6
31/01/2016,1,4,12,12
31/01/2016,1,5,10,10
31/01/2016,1,6,12,12
31/01/2016,1,7,14.9,14.9
31/01/2016,1,8,15.1,15.1
31/01/2016,1,9,19.1,19.1
31/01/2016,1,10,19.75,19.75
31/01/2016,1,11,30.8,30.8
31/01/2016,1,12,35.6,35.6
31/01/2016,1,13,34.5,34.5
31/01/2016,1,14,35.1,35.1
31/01/2016,1,15,35.11,35.11
31/01/2016,1,16,33.9,33.9
31/01/2016,1,17,33.1,33.1
31/01/2016,1,18,33.6,33.6
31/01/2016,1,19,34.83,34.83
31/01/2016,1,20,44.5,44.5
31/01/2016,1,21,45.88,45.88
31/01/2016,1,22,46.45,46.45
31/01/2016,1,23,44.18,44.18
31/01/2016,1,24,39.14,39.14
31/01/2016,2,1,24.23,24.23
31/01/2016,2,2,21.4,21.4
31/01/2016,2,3,15.01,15.01
31/01/2016,2,4,9,9
31/01/2016,2,5,10.01,10.01
31/01/2016,2,6,11,11
31/01/2016,2,7,14,14
31/01/2016,2,8,15.4,15.4
31/01/2016,2,9,20.1,20.1
31/01/2016,2,10,22.22,22.22
31/01/2016,2,11,28.9,28.9
31/01/2016,2,12,30.85,30.85
31/01/2016,2,13,29.5,29.5
31/01/2016,2,14,33,33
31/01/2016,2,15,33.1,33.1
31/01/2016,2,16,33.1,33.1
